method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
sparse_bf16,layer_type:15:k_proj,layer_type,15,k_proj,1,1,1.9583662526714825,0.00047779783110790675,7.087738027886721,65408,128092.81985473633,1.9578884548403745
sparse_bf16,layer_type:15:v_proj,layer_type,15,v_proj,1,1,1.9583975218980045,0.000509067057629986,7.08795965943775,65408,128094.86511230469,1.9578884548403745
sparse_bf16,layer_type:15:o_proj,layer_type,15,o_proj,1,1,1.9584531018878615,0.0005646470474869325,7.088353619111764,65408,128098.50048828125,1.9578884548403745
sparse_bf16,layer_type:15:gate_proj,layer_type,15,gate_proj,1,1,1.9584773114049505,0.000588856564575968,7.0885252268071,65408,128100.083984375,1.9578884548403745
sparse_bf16,layer_type:15:up_proj,layer_type,15,up_proj,1,1,1.9586615245169623,0.0007730696765877454,7.089831146378765,65408,128112.13299560547,1.9578884548403745
sparse_bf16,layer_type:15:down_proj,layer_type,15,down_proj,1,1,1.9596235710114183,0.0017351161710437157,7.096655175569783,65408,128175.05853271484,1.9578884548403745
sparse_bf16,layer_type:16:q_proj,layer_type,16,q_proj,1,1,1.9579824580138443,9.400317346974774e-05,7.085018313836125,65408,128067.71661376953,1.9578884548403745
sparse_bf16,layer_type:16:k_proj,layer_type,16,k_proj,1,1,1.957720977686156,-0.00016747715421860931,7.083165963112936,65408,128050.6137084961,1.9578884548403745
sparse_bf16,layer_type:16:v_proj,layer_type,16,v_proj,1,1,1.9582859625321778,0.00039750769180324497,7.087168975258071,65408,128087.56823730469,1.9578884548403745
sparse_bf16,layer_type:16:o_proj,layer_type,16,o_proj,1,1,1.9575239968159894,-0.000364458024385117,7.081770852327568,65408,128037.72958374023,1.9578884548403745
sparse_bf16,layer_type:16:gate_proj,layer_type,16,gate_proj,1,1,1.959427557812745,0.0015391029723703653,7.095264273810942,65408,128162.23770141602,1.9578884548403745
sparse_bf16,layer_type:16:up_proj,layer_type,16,up_proj,1,1,1.9595212189885267,0.001632764148152166,7.0959288557275855,65408,128168.36389160156,1.9578884548403745
sparse_bf16,layer_type:16:down_proj,layer_type,16,down_proj,1,1,1.9598722952452658,0.0019838404048913016,7.098420505222238,65408,128191.32708740234,1.9578884548403745
sparse_bf16,layer_type:17:q_proj,layer_type,17,q_proj,1,1,1.9581214686429198,0.0002330138025452566,7.0860032751474025,65408,128076.8090209961,1.9578884548403745
sparse_bf16,layer_type:17:k_proj,layer_type,17,k_proj,1,1,1.9582828784875441,0.0003944236471695728,7.087147118146329,65408,128087.36651611328,1.9578884548403745
sparse_bf16,layer_type:17:v_proj,layer_type,17,v_proj,1,1,1.9579702884017138,8.183356133928399e-05,7.08493209243595,65408,128066.9206237793,1.9578884548403745
sparse_bf16,layer_type:17:o_proj,layer_type,17,o_proj,1,1,1.957901684038793,1.3229198418507337e-05,7.0844460518558545,65408,128062.43334960938,1.9578884548403745
sparse_bf16,layer_type:17:gate_proj,layer_type,17,gate_proj,1,1,1.9591355501089078,0.0012470952685332826,7.093192704454054,65408,128143.13806152344,1.9578884548403745
sparse_bf16,layer_type:17:up_proj,layer_type,17,up_proj,1,1,1.9596451891844986,0.0017567343441240446,7.096808593947966,65408,128176.47253417969,1.9578884548403745
sparse_bf16,layer_type:17:down_proj,layer_type,17,down_proj,1,1,1.9593941866768316,0.0015057318364570804,7.095027500733235,65408,128160.0549621582,1.9578884548403745
sparse_bf16,layer_type:18:q_proj,layer_type,18,q_proj,1,1,1.9581314994864267,0.0002430446460521818,7.086074354093836,65408,128077.4651184082,1.9578884548403745
sparse_bf16,layer_type:18:k_proj,layer_type,18,k_proj,1,1,1.9580662479139355,0.00017779307356091678,7.085611991684543,65408,128073.19714355469,1.9578884548403745
sparse_bf16,layer_type:18:v_proj,layer_type,18,v_proj,1,1,1.9577086032486708,-0.0001798515917037502,7.083078313460838,65408,128049.80432128906,1.9578884548403745
sparse_bf16,layer_type:18:o_proj,layer_type,18,o_proj,1,1,1.958041210697122,0.00015275585674734415,7.085434589901682,65408,128071.55950927734,1.9578884548403745
